	Disease	Type	Train	Test	NTree	NSample	Min_paired	AUC
290	IBD	s2s	27	48_1	101	11	0.4	0.5817857142857144
291	IBD	s2s	27	59	101	11	0.4	0.7275501307759372
292	IBD	self	27	27	101	11	0.4	0.982882882882883
293	IBD	lodo	others	27	101	11	0.4	0.6876186997808618
294	IBD	s2s	27	36	101	11	0.5	0.711948767263587
295	IBD	s2s	27	38	101	11	0.5	0.8554981203007519
296	IBD	s2s	27	48_1	101	11	0.5	0.4407142857142857
297	IBD	s2s	27	59	101	11	0.5	0.6596964908456844
298	IBD	self	27	27	101	11	0.5	0.9675675675675676
299	IBD	lodo	others	27	101	11	0.5	0.7379839298758217
300	IBD	s2s	27	36	101	11	0.6	0.7421251070117625
301	IBD	s2s	27	38	101	11	0.6	0.6820958646616541
302	IBD	s2s	27	48_1	101	11	0.6	0.4817857142857143
303	IBD	s2s	27	59	101	11	0.6	0.6965180906713164
304	IBD	self	27	27	101	11	0.6	0.9846846846846848
305	IBD	lodo	others	27	101	11	0.6	0.7385682980277576
306	IBD	s2s	27	36	101	11	0.7	0.7390056408392067
307	IBD	s2s	27	38	101	11	0.7	0.8383458646616542
308	IBD	s2s	27	48_1	101	11	0.7	0.575
309	IBD	s2s	27	59	101	11	0.7	0.7388976678291194
310	IBD	self	27	27	101	11	0.7	0.9945945945945946
311	IBD	lodo	others	27	101	11	0.7	0.7890796201607013
312	IBD	s2s	27	36	101	11	0.8	0.7190310891158775
313	IBD	s2s	27	38	101	11	0.8	0.8510338345864661
314	IBD	s2s	27	48_1	101	11	0.8	0.5239285714285714
315	IBD	s2s	27	59	101	11	0.8	0.7141319747166521
316	IBD	self	27	27	101	11	0.8	0.9711711711711712
317	IBD	lodo	others	27	101	11	0.8	0.8118334550766982
318	IBD	s2s	27	36	101	11	0.9	0.7015964786777842
319	IBD	s2s	27	38	101	11	0.9	0.8512687969924811
320	IBD	s2s	27	48_1	101	11	0.9	0.5346428571428572
321	IBD	s2s	27	59	101	11	0.9	0.6569992371403662
322	IBD	self	27	27	101	11	0.9	0.9783783783783784
323	IBD	lodo	others	27	101	11	0.9	0.810409057706355
324	IBD	s2s	27	36	101	11	1.0	0.7031728254623495
325	IBD	s2s	27	38	101	11	1.0	0.7727913533834586
326	IBD	s2s	27	48_1	101	11	1.0	0.5760714285714286
327	IBD	s2s	27	59	101	11	1.0	0.6893526591107237
328	IBD	self	27	27	101	11	1.0	0.9612612612612612
329	IBD	lodo	others	27	101	11	1.0	0.8316654492330168
330	IBD	s2s	36	27	101	3	0.0	0.6447041636230826
331	IBD	s2s	36	38	101	3	0.0	0.8912124060150376
332	IBD	s2s	36	48_1	101	3	0.0	0.2785714285714286
333	IBD	s2s	36	59	101	3	0.0	0.5519289450741064
334	IBD	self	36	36	101	3	0.0	0.6347815474737613
335	IBD	lodo	others	36	101	3	0.0	0.5324367799916345
336	IBD	s2s	36	27	101	3	0.1	0.6957998539079621
337	IBD	s2s	36	38	101	3	0.1	0.9015507518796992
338	IBD	s2s	36	48_1	101	3	0.1	0.2817857142857143
339	IBD	s2s	36	59	101	3	0.1	0.5434148866608544
340	IBD	self	36	36	101	3	0.1	0.6378813766170369
341	IBD	lodo	others	36	101	3	0.1	0.558715741576855
342	IBD	s2s	36	27	101	3	0.2	0.6338203067932797
343	IBD	s2s	36	38	101	3	0.2	0.9346804511278196
344	IBD	s2s	36	48_1	101	3	0.2	0.3175
345	IBD	s2s	36	59	101	3	0.2	0.5251335004359198
346	IBD	self	36	36	101	3	0.2	0.6807664144495973
347	IBD	lodo	others	36	101	3	0.2	0.6170161406965244
348	IBD	s2s	36	27	101	3	0.3	0.679510591672754
349	IBD	s2s	36	38	101	3	0.3	0.9466635338345863
350	IBD	s2s	36	48_1	101	3	0.3	0.2982142857142857
351	IBD	s2s	36	59	101	3	0.3	0.5208287925021797
352	IBD	self	36	36	101	3	0.3	0.6916036123993166
353	IBD	lodo	others	36	101	3	0.3	0.618320804650272
354	IBD	s2s	36	27	101	3	0.4	0.7020452885317751
355	IBD	s2s	36	38	101	3	0.4	0.8818139097744361
356	IBD	s2s	36	48_1	101	3	0.4	0.4564285714285714
357	IBD	s2s	36	59	101	3	0.4	0.625068112467306
358	IBD	self	36	36	101	3	0.4	0.7223334146936783
359	IBD	lodo	others	36	101	3	0.4	0.6482274161203692
360	IBD	s2s	36	27	101	3	0.5	0.7126734842951059
361	IBD	s2s	36	38	101	3	0.5	0.9358552631578948
362	IBD	s2s	36	48_1	101	3	0.5	0.38857142857142857
363	IBD	s2s	36	59	101	3	0.5	0.6089527027027026
364	IBD	self	36	36	101	3	0.5	0.7686844032218696
365	IBD	lodo	others	36	101	3	0.5	0.6418839152036839
366	IBD	s2s	36	27	101	3	0.6	0.727136596055515
367	IBD	s2s	36	38	101	3	0.6	0.7904135338345865
368	IBD	s2s	36	48_1	101	3	0.6	0.3892857142857144
369	IBD	s2s	36	59	101	3	0.6	0.5536453792502181
370	IBD	self	36	36	101	3	0.6	0.7648035147669026
371	IBD	lodo	others	36	101	3	0.6	0.6222719330135686
372	IBD	s2s	36	27	101	3	0.7	0.7878013148283418
373	IBD	s2s	36	38	101	3	0.7	0.7034774436090225
374	IBD	s2s	36	48_1	101	3	0.7	0.3857142857142857
375	IBD	s2s	36	59	101	3	0.7	0.5304462728857889
376	IBD	self	36	36	101	3	0.7	0.7801806199658285
377	IBD	lodo	others	36	101	3	0.7	0.6741457627251156
378	IBD	s2s	36	27	101	3	0.8	0.781519357195033
379	IBD	s2s	36	38	101	3	0.8	0.9299812030075189
380	IBD	s2s	36	48_1	101	3	0.8	0.4964285714285714
381	IBD	s2s	36	59	101	3	0.8	0.6664260026155188
382	IBD	self	36	36	101	3	0.8	0.7870148889431291
383	IBD	lodo	others	36	101	3	0.8	0.7008312712801931
384	IBD	s2s	36	27	101	3	0.9	0.7384222059897736
385	IBD	s2s	36	38	101	3	0.9	0.6569548872180451
386	IBD	s2s	36	48_1	101	3	0.9	0.5414285714285714
387	IBD	s2s	36	59	101	3	0.9	0.6320973190932868
388	IBD	self	36	36	101	3	0.9	0.6808152306565779
389	IBD	lodo	others	36	101	3	0.9	0.6566398111120233
390	IBD	s2s	36	27	101	3	1.0	0.7766983199415632
391	IBD	s2s	36	38	101	3	1.0	0.8005169172932332
392	IBD	s2s	36	48_1	101	3	1.0	0.4446428571428572
393	IBD	s2s	36	59	101	3	1.0	0.6580890366172624
394	IBD	self	36	36	101	3	1.0	0.7405174517939955
395	IBD	lodo	others	36	101	3	1.0	0.6883436338262717
396	IBD	s2s	36	27	101	5	0.0	0.6681519357195033
397	IBD	s2s	36	38	101	5	0.0	0.9772086466165412
398	IBD	s2s	36	48_1	101	5	0.0	0.2860714285714286
399	IBD	s2s	36	59	101	5	0.0	0.5429517218831734
400	IBD	self	36	36	101	5	0.0	0.7068342689773005
401	IBD	lodo	others	36	101	5	0.0	0.6016259924241535
402	IBD	s2s	36	27	101	5	0.1	0.6737034331628927
403	IBD	s2s	36	38	101	5	0.1	0.9753289473684208
404	IBD	s2s	36	48_1	101	5	0.1	0.31285714285714283
405	IBD	s2s	36	59	101	5	0.1	0.5973327157802965
406	IBD	self	36	36	101	5	0.1	0.7309250671222846
407	IBD	lodo	others	36	101	5	0.1	0.6204639717293492
408	IBD	s2s	36	27	101	5	0.2	0.6594229364499635
409	IBD	s2s	36	38	101	5	0.2	0.9680451127819548
410	IBD	s2s	36	48_1	101	5	0.2	0.27142857142857146
411	IBD	s2s	36	59	101	5	0.2	0.5718450305143854
412	IBD	self	36	36	101	5	0.2	0.7510129362948499
413	IBD	lodo	others	36	101	5	0.2	0.5692361216982718
414	IBD	s2s	36	27	101	5	0.3	0.7356829802775748
415	IBD	s2s	36	38	101	5	0.3	0.9635808270676692
416	IBD	s2s	36	48_1	101	5	0.3	0.3375
417	IBD	s2s	36	59	101	5	0.3	0.5862712510897996
418	IBD	self	36	36	101	5	0.3	0.7477910666341225
419	IBD	lodo	others	36	101	5	0.3	0.6643094760625926
420	IBD	s2s	36	27	101	5	0.4	0.7480277574872168
421	IBD	s2s	36	38	101	5	0.4	0.9382048872180452
422	IBD	s2s	36	48_1	101	5	0.4	0.3692857142857143
423	IBD	s2s	36	59	101	5	0.4	0.5557023757628596
424	IBD	self	36	36	101	5	0.4	0.7152550646814743
425	IBD	lodo	others	36	101	5	0.4	0.6474983679484624
426	IBD	s2s	36	27	101	5	0.5	0.6476625273922572
427	IBD	s2s	36	38	101	5	0.5	0.9729793233082706
428	IBD	s2s	36	48_1	101	5	0.5	0.38
429	IBD	s2s	36	59	101	5	0.5	0.5874291630340018
430	IBD	self	36	36	101	5	0.5	0.7319990236758603
431	IBD	lodo	others	36	101	5	0.5	0.6005461020354712
432	IBD	s2s	36	27	101	5	0.6	0.7497443389335281
433	IBD	s2s	36	38	101	5	0.6	0.9309210526315788
434	IBD	s2s	36	48_1	101	5	0.6	0.4085714285714286
435	IBD	s2s	36	59	101	5	0.6	0.5890911072362686
436	IBD	self	36	36	101	5	0.6	0.8094947522577496
437	IBD	lodo	others	36	101	5	0.6	0.6010357174967653
438	IBD	s2s	36	27	101	5	0.7	0.8146092037983931
439	IBD	s2s	36	38	101	5	0.7	0.9490131578947372
440	IBD	s2s	36	48_1	101	5	0.7	0.5414285714285715
441	IBD	s2s	36	59	101	5	0.7	0.7209704664341762
442	IBD	self	36	36	101	5	0.7	0.7939956065413718
443	IBD	lodo	others	36	101	5	0.7	0.7045810807113008
444	IBD	s2s	36	27	101	5	0.8	0.7522644265887509
445	IBD	s2s	36	38	101	5	0.8	0.9534774436090226
446	IBD	s2s	36	48_1	101	5	0.8	0.3317857142857143
447	IBD	s2s	36	59	101	5	0.8	0.6045798823016565
